Unnamed: 0,Text,Sentiment,BERTSentiment_kFold,BERTDetails_kFold,BERTSentiment_8020,BERTDetails_8020,VADER_Score,VADER_Compound,VADER_Sentiment
1801,"The order consists of outsourced application management , support and planning for Tecnotree and third-party applications .",neutral,Negative,"tensor([[-0.0821, -0.4305, -0.2026]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.0813,  0.7249,  0.5508]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.4019}",0.4019,Positive
1802,The order includes 48 ship cranes that will be delivered for 12 container feeders to be built at Wenchong shipyard in China .,neutral,Neutral,"tensor([[ 0.0009,  0.5543, -0.5670]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.3915, -0.1059, -0.0510]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1803,"The order values at EUR 6.9 mn , and it consists of design services and hardware and software licences .",neutral,Positive,"tensor([[-0.2579, -0.2661, -0.7159]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.3304,  1.4890, -0.6153]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.876, 'pos': 0.124, 'compound': 0.4019}",0.4019,Positive
1804,The orders also include a few high-power drives for the control of seismic compressors .,neutral,Negative,"tensor([[-0.1921, -0.1453, -0.2590]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[ 0.2080,  0.1525, -0.0054]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1805,"The orders are for 26 machine-room-less KONE MonoSpace elevators , which would be installed during 2006 .",neutral,Neutral,"tensor([[-0.2131,  0.0834,  0.0429]], grad_fn=<AddmmBackward>)",Positive,"tensor([[0.3574, 0.6883, 0.0445]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1806,The Oulu plant employs approximately 120 people .,neutral,Neutral,"tensor([[-0.0114,  0.2180, -0.4016]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[ 0.0431,  0.1302, -0.0258]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1807,The percentages of shares and voting rights have been calculated in proportion to the total number of shares registered with the Trade Register and the total number of voting rights related to them .,neutral,Neutral,"tensor([[-0.5531,  0.5606, -0.6788]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.2116,  0.3745,  0.3604]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.793, 'pos': 0.207, 'compound': 0.705}",0.705,Positive
1808,The per-share subscription price of the shares subscribed with the option rights was EUR 1.35 .,neutral,Positive,"tensor([[-0.4838,  0.1345, -0.3774]], grad_fn=<AddmmBackward>)",Negative,"tensor([[-0.3567,  0.2914,  0.2837]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.872, 'pos': 0.128, 'compound': 0.296}",0.296,Positive
1809,"The Polish business employs about 1,000 people , and it had net sales of about EUR 70mn in 2007 .",neutral,Neutral,"tensor([[-0.1780,  0.6101,  0.0720]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.3205,  0.8816, -0.1972]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1810,"The portfolio comprises of 118,000 m2 of leasable space with a vacancy rate of roughly 5 % , let to around 140 tenants of which two of the largest are the Swedish government and Ericsson .",neutral,Neutral,"tensor([[-0.4356,  0.2560, -0.1154]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.3231,  0.4873,  0.1039]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1811,The proposal of the shareholders to elect Mr. Hannu Krogerus to the Board is based on his long and unrivalled experience and knowledge of all matters related to Elcoteq .,neutral,Negative,"tensor([[-0.2937,  0.0111, -0.1237]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[ 0.1508,  0.4468, -0.1950]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.963, 'pos': 0.037, 'compound': 0.0258}",0.0258,Neutral
1812,"The remainder of its revenues will come from technology agreements with other firms , InterDigital said .",neutral,Neutral,"tensor([[-0.4721,  0.0117,  0.5675]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.2657,  1.0046, -0.5023]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.884, 'pos': 0.116, 'compound': 0.2732}",0.2732,Positive
1813,"The remaining amount will be funded through debt , the Danish bank said .",neutral,Positive,"tensor([[ 0.1039,  0.1874, -0.4273]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[0.0994, 0.5380, 0.0745]], grad_fn=<AddmmBackward>)","{'neg': 0.161, 'neu': 0.839, 'pos': 0.0, 'compound': -0.3612}",-0.3612,Negative
1814,"The reorganisation will be carried out by transferring HKScan Corporation 's production-related property , plant and equipment in Finland as well as its holdings in subsidiaries and associates to HKScan Finland Oy , a holding company wholly owned by HKScan Corporation .",neutral,Negative,"tensor([[ 0.3081, -0.3687, -0.4929]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.1211,  0.3566,  0.0199]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.951, 'pos': 0.049, 'compound': 0.2732}",0.2732,Positive
1815,The report contains category level company and brand share as well as distribution share information for 2007 and 2008 .,neutral,Neutral,"tensor([[-0.1788,  0.4802, -0.3870]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[0.0661, 0.2532, 0.2624]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.6705}",0.6705,Positive
1816,"The segments through which the company operates are Frozen Food business , Seafoods , Vegetable Oil business , Grain Trading and Other business operations .",neutral,Neutral,"tensor([[-0.1835,  0.1206, -0.5311]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.0415, -0.2947, -0.7005]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1817,"The selling consortium includes funds managed by OKO Bank 's venture capital unit , Bio Fund Management and Finnish Industry Investment , a government-owned investment group .",neutral,Negative,"tensor([[ 0.1633, -0.2676, -0.4616]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.6540,  0.9190,  0.2386]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1818,The solution will be installed in the USA to support the North American operations of the customer .,neutral,Neutral,"tensor([[ 0.0290, -0.4577, -0.2960]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.1012,  0.5758, -0.2100]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.6124}",0.6124,Positive
1819,"The Stockmann department store will have a total floor space of over 8,000 square metres and Stockmann 's investment in the project will have a price tag of about EUR 12 million .",neutral,Neutral,"tensor([[-0.2864, -0.2293, -0.4303]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.5966,  0.6467,  0.4658]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1820,The studies are expected to start in 2008 .,neutral,Neutral,"tensor([[-0.2030,  0.2026, -0.3872]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.2498,  0.5135,  0.1266]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1821,"The tanks will be delivered to a company which is currently building a chemical tank farm in Antwerp , northern Belgium .",neutral,Neutral,"tensor([[-0.4050,  0.3527, -0.6035]], grad_fn=<AddmmBackward>)",Negative,"tensor([[-0.0098,  0.4112, -0.1593]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1822,The terms of the transactions remained undisclosed .,neutral,Neutral,"tensor([[-0.4470,  0.1351, -0.0553]], grad_fn=<AddmmBackward>)",Negative,"tensor([[0.6282, 0.6351, 0.1953]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1823,The total capacity of the factory will be approximately 100 engines a year .,neutral,Neutral,"tensor([[-0.0783,  0.7317,  0.1566]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[0.1822, 0.0681, 0.0979]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1824,"The total floor area of the plant expansion is 29,000 square metres .",neutral,Positive,"tensor([[ 0.0611,  0.0351, -0.1833]], grad_fn=<AddmmBackward>)",Negative,"tensor([[-0.0923, -0.0133, -0.2879]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1825,The total investment in 2006 and 2007 is expected to amount to about EUR75m .,neutral,Neutral,"tensor([[-0.5404, -0.2881, -0.5787]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.2685,  0.6019,  0.1802]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1826,The total investment of the project will be approximately EUR 36m .,neutral,Neutral,"tensor([[0.0727, 0.1826, 0.1541]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[0.0375, 0.5325, 0.1819]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1827,The total value of the contract is some EUR 8 million .,neutral,Neutral,"tensor([[ 0.0544,  0.1489, -0.5046]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[ 0.7358,  0.7295, -0.1750]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.4005}",0.4005,Positive
1828,The total value of these two contracts is over EUR 21 million .,neutral,Neutral,"tensor([[-0.1787, -0.0119, -0.4031]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[0.2369, 0.1852, 0.0071]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.817, 'pos': 0.183, 'compound': 0.4005}",0.4005,Positive
1829,The transaction is planned to be financed with a EUR40m market-based loan granted by Standard Chartered Bank Hong Kong .,neutral,Negative,"tensor([[ 0.3804, -0.0463, -0.2575]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.4271,  0.3360,  0.2979]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.905, 'pos': 0.095, 'compound': 0.25}",0.25,Positive
1830,The transaction value is CAD 15 million approximately EUR 10 million .,neutral,Neutral,"tensor([[ 0.1013,  0.4035, -0.0773]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[ 0.4164,  0.1514, -0.0638]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.821, 'pos': 0.179, 'compound': 0.34}",0.34,Positive
1831,"The unit 's clients are mainly in the field of specialist convenience goods , as well as in the textile , shoe and furniture businesses .",neutral,Neutral,"tensor([[-0.2837, -0.2439, -0.2164]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[ 0.4214,  0.0944, -0.7149]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.923, 'pos': 0.077, 'compound': 0.2732}",0.2732,Positive
1832,The value of the contract is about EUR 27mn .,neutral,Neutral,"tensor([[-0.6640,  0.1918, -0.2076]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.5506,  0.6924,  0.1543]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.34}",0.34,Positive
1833,"The value of the contract is about EUR1 .0 m. Poyry , headquartered in Vantaa , Finland provides consulting and engineering services to the energy , forestry and infrastructure & environment sectors .",neutral,Neutral,"tensor([[-0.4445, -0.0536, -0.1447]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.0300,  0.4563, -0.3952]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.873, 'pos': 0.127, 'compound': 0.5423}",0.5423,Positive
1834,The value of the contract is EUR 25mn .,neutral,Neutral,"tensor([[-0.5680, -0.0640, -0.5686]], grad_fn=<AddmmBackward>)",Negative,"tensor([[ 0.1000,  0.1468, -0.0014]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.34}",0.34,Positive
1835,The value of the contract is in total USD12m .,neutral,Negative,"tensor([[ 0.0271,  0.3017, -0.1719]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[0.2482, 0.3202, 0.1114]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.34}",0.34,Positive
1836,The value of the contracts is about EUR 3.3 mn .,neutral,Neutral,"tensor([[-0.1675,  0.3030, -0.9186]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[0.0495, 0.0561, 0.0011]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.806, 'pos': 0.194, 'compound': 0.34}",0.34,Positive
1837,The value of the deal has not been disclosed .,neutral,Neutral,"tensor([[-0.2225,  0.3812, -0.7772]], grad_fn=<AddmmBackward>)",Negative,"tensor([[ 0.2665,  0.3971, -0.0194]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.34}",0.34,Positive
1838,The value of the deal was not disclosed .,neutral,Neutral,"tensor([[-0.0913, -0.2394, -0.1077]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[ 0.1727,  0.5242, -0.0687]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.34}",0.34,Positive
1839,The value of the multi-year agreement is over EUR 2mn a year .,neutral,Positive,"tensor([[-0.6344,  0.1243, -0.4448]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.5504,  0.4292,  0.0262]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.663, 'pos': 0.337, 'compound': 0.6808}",0.6808,Positive
1840,The value of the three-year contract is estimated at EUR40m .,neutral,Neutral,"tensor([[-0.1046, -0.0039, -0.6285]], grad_fn=<AddmmBackward>)",Negative,"tensor([[0.0977, 0.2212, 0.0830]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.806, 'pos': 0.194, 'compound': 0.34}",0.34,Positive
1841,The value of this kind of order amounts usually between Euro 2 and 3 million .,neutral,Neutral,"tensor([[ 0.2419,  0.0765, -0.3059]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[ 0.1947,  0.3068, -0.2990]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.862, 'pos': 0.138, 'compound': 0.34}",0.34,Positive
1842,"The Web-Marela application handles invitations to quote , quote comparisons , agreements , purchases , invoice inspections , inventory management , and deliveries .",neutral,Neutral,"tensor([[-0.4620, -0.0910, -0.4177]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[0.2151, 0.4401, 0.1315]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.916, 'pos': 0.084, 'compound': 0.2732}",0.2732,Positive
1843,"The works will include the laying of natural stone pavements and the installation of underground heating , and surface water drainage systems .",neutral,Neutral,"tensor([[-0.3189,  0.4687,  0.0510]], grad_fn=<AddmmBackward>)",Negative,"tensor([[-0.3370, -0.0666,  0.2393]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.898, 'pos': 0.102, 'compound': 0.3612}",0.3612,Positive
1844,There have not been previous share subscriptions with 2004 stock options .,neutral,Neutral,"tensor([[-0.0862,  0.1539, -0.4297]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[0.0941, 0.9474, 0.2619]], grad_fn=<AddmmBackward>)","{'neg': 0.146, 'neu': 0.854, 'pos': 0.0, 'compound': -0.2235}",-0.2235,Negative
1845,"These new units will be built at Cargotec 's state of the art manufacturing facility in San Antonio , Texas , USA , which started operations in 2009 .",neutral,Neutral,"tensor([[ 0.0262, -0.1111, -0.7774]], grad_fn=<AddmmBackward>)",Negative,"tensor([[0.0449, 0.4451, 0.0683]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1846,"This could be any of us at any time , '' she said .",neutral,Neutral,"tensor([[-0.3172,  0.3571, -0.0770]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.3390,  0.9576,  0.5451]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1847,This wood lacquered clock comes with a stripy hand-crocheted cover .,neutral,Neutral,"tensor([[ 0.0572,  0.1101, -0.4627]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[0.0731, 0.5392, 0.3823]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1848,To see a slide show of all the newest product releases from Fiskars .,neutral,Positive,"tensor([[ 0.4530,  0.0593, -0.2409]], grad_fn=<AddmmBackward>)",Negative,"tensor([[-0.1859,  0.2875, -0.4466]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1849,Total value of the contract is about EUR 10mn .,neutral,Neutral,"tensor([[-0.3649, -0.2135, -0.3616]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[ 0.0585,  0.1792, -0.4664]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.77, 'pos': 0.23, 'compound': 0.4005}",0.4005,Positive
1850,"Tulikivi manufactures heat-retaining , soapstone and ceramic fireplaces , as well as natural stone products and utility ceramics .",neutral,Negative,"tensor([[-0.2358,  0.1944, -0.1403]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[0.0398, 0.3786, 0.1482]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.5574}",0.5574,Positive
1851,"Tyrv+ñinen is of the opinion that the airline has been repeating this for some time already , however .",neutral,Neutral,"tensor([[-0.5067, -0.2883, -1.1083]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[0.0746, 0.5294, 0.7391]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1852,"Under the agreement , Larox will transfer 10 employees within engineering and documentation related to delivery projects and product maintenance in Finland to Etteplan as of January 1 , 2007 .",neutral,Neutral,"tensor([[-0.2086, -0.3330, -0.8133]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.3096,  0.8817,  0.1453]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.4939}",0.4939,Positive
1853,"Under the transaction agreement , Metsaliitto will purchase 24.7 % of Metsa-Botnia 's shares from UPM and 3 % from M-real .",neutral,Neutral,"tensor([[-0.0954, -0.4617,  0.1303]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[0.1035, 0.6478, 0.2407]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.6597}",0.6597,Positive
1854,"Unit prices for straddle carriers vary between EUR700 ,000 and EUR900 ,000 , the company added .",neutral,Neutral,"tensor([[-0.3495, -0.0493, -0.3805]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.2359,  0.8919, -0.3545]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1855,UPM-Kymmene said its has ` not indicated any interest in any domestic consolidations ' .,neutral,Negative,"tensor([[-0.5141, -0.5303, -0.7221]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.2481,  0.6641,  0.2029]], grad_fn=<AddmmBackward>)","{'neg': 0.15, 'neu': 0.85, 'pos': 0.0, 'compound': -0.357}",-0.357,Negative
1856,Valmet Automotive reports net sales of EUR 85mn and operating profit of EUR 8mn .,neutral,Neutral,"tensor([[-0.9960, -0.1454, -0.3746]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.0683,  0.3756, -0.1716]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.4404}",0.4404,Positive
1857,"Veidekke , headquartered in Oslo , Norway , is a Scandinavian construction and property development group with some 6,350 employees in Norway , Sweden and Denmark , with an annual turnover of NOK16 .4 bn .",neutral,Neutral,"tensor([[-0.2964, -0.5394, -0.4140]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[0.0274, 0.6801, 0.0832]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1858,Why not subscribe to the magazine ?,neutral,Neutral,"tensor([[-0.1539,  0.0619, -0.5263]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.3432,  0.7641,  0.1979]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1859,Vianor sells tires for cars and trucks as well as a range of other car parts and provides maintenance services .,neutral,Negative,"tensor([[-0.1865, -0.1994, -0.3770]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.1857,  0.3943, -0.3966]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.905, 'pos': 0.095, 'compound': 0.2732}",0.2732,Positive
1860,"With the new arrangement , customer responsibilities will become mainly regional .",neutral,Negative,"tensor([[-0.1203, -0.3339, -0.5157]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.2531, -0.1125,  0.2234]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1861,"With this acquisition the wireless modem unit and its approximately 1,100 employees were transferred to Renesas Electronics Corporation .",neutral,Negative,"tensor([[-0.3988, -0.5522, -0.6181]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.2777,  0.6089, -0.2249]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1862,"In the third quarter of fiscal 2008 Efore swung to a net loss of EUR 400,000 versus a net profit of EUR 200,000 for the corresponding period of fiscal 2007 .",negative,Negative,"tensor([[ 0.3921, -0.0814, -0.7686]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[ 0.0906,  0.2295, -0.3255]], grad_fn=<AddmmBackward>)","{'neg': 0.067, 'neu': 0.848, 'pos': 0.085, 'compound': 0.1531}",0.1531,Positive
1863,"Konecranes Oyj KCR1V FH fell 5.5 percent to 20.51 euros , the biggest fall since June .",negative,Neutral,"tensor([[-0.1733, -0.4246,  0.0065]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.2709,  0.6883, -0.1011]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1864,Operating loss totaled EUR 25mn compared to a profit of EUR 63mn in the corresponding period in 2005 .,negative,Neutral,"tensor([[-0.4505, -0.4195, -0.6741]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.1707,  0.4515,  0.2418]], grad_fn=<AddmmBackward>)","{'neg': 0.104, 'neu': 0.766, 'pos': 0.131, 'compound': 0.1531}",0.1531,Positive
1865,"Production levels have been agreed with producers a long time ago , so a fall in consumption will lead to losses .",negative,Neutral,"tensor([[-0.0234, -0.0763, -0.6265]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.4246,  0.3170, -0.1874]], grad_fn=<AddmmBackward>)","{'neg': 0.109, 'neu': 0.806, 'pos': 0.085, 'compound': -0.1531}",-0.1531,Negative
1866,Return on investment ROI was 4.1 % compared to 43.8 % in the first half of 2008 .,negative,Positive,"tensor([[ 0.4603, -0.1431, -0.2644]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.2265,  0.0238, -0.1791]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1867,"A total of 16.5 mn passenger ship journeys took place in the northern Baltic Sea in 2007 , slightly down from 16.5 mn in 2006 .",negative,Negative,"tensor([[-0.7487, -0.0523, -0.0945]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.2255,  0.9047,  0.0203]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1868,Finnish media group Talentum has issued a profit warning .,negative,Neutral,"tensor([[-0.6867,  0.0141, -0.6831]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[0.3056, 0.0376, 0.1017]], grad_fn=<AddmmBackward>)","{'neg': 0.18, 'neu': 0.602, 'pos': 0.218, 'compound': 0.128}",0.128,Positive
1869,"Finnish shipping company Finnlines ' pretax loss totalled EUR 6.5 mn in the third quarter of 2009 , compared to a profit of EUR 0.3 mn in the third quarter of 2008 .",negative,Neutral,"tensor([[-0.2115, -0.1930, -0.3932]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.2220,  0.2673, -0.1046]], grad_fn=<AddmmBackward>)","{'neg': 0.064, 'neu': 0.856, 'pos': 0.08, 'compound': 0.1531}",0.1531,Positive
1870,"In Finland , the city of Forssa has said it will not pay compensation to food industry companies HK Ruokatalo and Atria for the lye leak into tap water that occurred in March 2008 .",negative,Neutral,"tensor([[-0.3821, -0.5040, -0.7626]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.6139,  1.4020,  0.2026]], grad_fn=<AddmmBackward>)","{'neg': 0.065, 'neu': 0.899, 'pos': 0.035, 'compound': -0.2741}",-0.2741,Negative
1871,"Acando AB ( ACANB SS ) fell 8.9 percent to 13.35 kronor , the lowest close since Dec. 11 .",negative,Neutral,"tensor([[-0.7050, -0.1728, -0.0977]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.7214,  0.3980,  0.6740]], grad_fn=<AddmmBackward>)","{'neg': 0.12, 'neu': 0.88, 'pos': 0.0, 'compound': -0.3818}",-0.3818,Negative
1872,"According to CEO Matti Perkonoja of the parent company HKScan , the company 's performance in the first quarter of 2010 has remained clearly below the level of the corresponding period in 2009 .",negative,Neutral,"tensor([[ 0.2931, -0.0704, -0.4374]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[0.1889, 0.6451, 0.2884]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.924, 'pos': 0.076, 'compound': 0.4019}",0.4019,Positive
1873,Diluted earnings per share ( EPS ) stood at EUR 0.25 versus EUR 0.42 .,negative,Negative,"tensor([[-0.3092, -0.1329, -0.5604]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[0.2277, 0.6469, 0.0386]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.864, 'pos': 0.136, 'compound': 0.296}",0.296,Positive
