,Unnamed: 0,Unnamed: 0.1,Tweet ID,Sentiment,Tweet,trinary_sentiment,Bert Sentiment,SentiStrength Sentiment,SentiStrength Score
1756,1756,16313,662416602202300000,positive,Chris Evans is like the sun. He's warm and he glows.,2,positive,Positive,1
1757,1757,11152,638483135953530000,positive,@Naughty_Dog Guess I'm finally going to buy a PS4 on March 18th! :D #Uncharted,2,positive,Positive,1
1758,1758,15904,641541710607196000,negative,Wow @radioxrock may be the worst idea since Hitler decided to invade Russia. I'd genuinely rather listen to George Osborne. &amp; I loathe him.,0,negative,Neutral,0
1759,1759,14982,641036659669250000,neutral,#USOpen2015 Eeeeek! 3rd set tiebreak for Murray &amp; Anderson! Konta v Kvitova on serve with the Briton serving very well!,1,positive,Positive,2
1760,1760,1066,623283894230478000,neutral,who would wanna go see Zac Brown Band with me at Wrigley on September 11th....?,1,neutral,Neutral,0
1761,1761,12701,639611260221321000,negative,"""For those who hate it when I tweet about Big Brother, I may be finished for the season.  Depends what happens in the next 15 minutes. #BB17""",0,neutral,Negative,-3
1762,1762,7220,634741362886209000,positive,May God bless you Big Brother for your plans. A home for 20 families. Mabuhay kayo @PBBabscbn @ABSCBNChannel2 @abscbndotcom,2,positive,Positive,1
1763,1763,898,623051397911592000,positive,"""Wishing """"-./'/.-""""  You    )""""""""(  HappY   (==)  EID    )__( Mubarak     for you and your family . . . . . 3rd day""",2,neutral,Positive,1
1764,1764,285,621160828868382000,neutral,"""Ryan Braun led off 9th with 3B and scored on SF, but that's all NL gets as AL wins #ASG2015, 6-3. @Local12""",1,neutral,Neutral,0
1765,1765,2585,626206832927842000,negative,"""Sorry gang, 2nd Act of Ant-Man just kills my buzz. SO BORING and the writing is REALLY bad. I'm hoping this stuff wasn't in Wright's script.""",0,neutral,Neutral,0
1766,1766,6045,632960625724014000,neutral,i've just sat and listened to sam smith's album i'm emo,1,positive,Neutral,0
1767,1767,12591,639532206843686000,negative,'This programme features indiscrete discussions about the royal family which may distress some viewers' Weirdest warning ever on Big Brother,0,negative,Negative,-2
1768,1768,9790,637491365715255000,neutral,Tomorrow afternoon let's do Raiding with Subs on PS4. Have not raided all week. Links to follow in the morning.,1,neutral,Neutral,0
1769,1769,8746,636360541150179000,neutral,"""1, The guy is a hunk. 2. Get Drunk. 3. Do Sex. 4. regret it. 5. Contact in order campus, police, Rolling Stone. https://t.co/tZgt3eJFVO""",1,neutral,Negative,-1
1770,1770,18940,677476666747297000,positive,@BretBaier it's a day of happiness. It's Star Wars day! May the Force be with you.,2,positive,Positive,2
1771,1771,15171,641112846558961000,negative,@L1v3data You have no shame spreading the lies of enemies of Islam.Fear Allah. May Allah guide you otherwise distroy you.,0,negative,Negative,-3
1772,1772,8819,636431892934361000,neutral,If Katy Perry don't wan to be my Angel it's OK. My Parents send the 2nd selected one as my Angel... Your Son King Devil,1,neutral,Neutral,0
1773,1773,17998,674580716898885000,neutral,Made it to Wednesday and starting off we have...  Bee Gees with Jingle Jangle https://t.co/dMvpaMrDTe,1,neutral,Neutral,0
1774,1774,17211,669264803211309000,neutral,@0x486F7073 @howesoundbeer i used to go to the brewpub on Dec 24th and fill up a couple growlers of Thor's,1,neutral,Neutral,0
1775,1775,1135,623487576423464000,neutral,https://t.co/yNXCMTs5as Brock  Lesnar  and  the  Undertaker  brawl  on  Monday  night  raw part  1,1,neutral,Negative,-1
1776,1776,12593,639534331036364000,positive,"""@iHoop__247 nah bruh,sasuke is my 6th favorite character,it seems i hate him when i compare him to naruto,cause i love naruto way more lmao""",2,neutral,Negative,-1
1777,1777,5502,631989720537415000,neutral,"""1./ """"O you who believe! don't take the Jews and the Christians for friends; they are friends of each other.   https://t.co/sHzFBFXXvY""",1,neutral,Positive,1
1778,1778,11379,638573959978487000,neutral,"""@Fangemeinde Damn lol. I needa catch up. You know it took me the whole 5th grade to watch Naruto, and that wae the year Shippuuden came out?""",1,negative,Positive,1
1779,1779,16671,665390806094712000,neutral,@RGerrardActor @EllenDatlow NOT Paris right now - that is the Charlie Hebdo support march. Martial Law in Paris - no on on the streets,1,negative,Positive,1
1780,1780,12442,639427412309184000,neutral,"""With the 25-man squads done, here are some celebrities who didn't quite make it in.1st up is Milan fan @kobebryant http://t.co/toncOUFeoy""",1,neutral,Neutral,0
1781,1781,14068,640552912804954000,neutral,Wait shit I just realized today is the 6th shit it's been a month since I saw Niall and Harry I'm so emo ://,1,negative,Negative,-1
1782,1782,9325,637041270448259000,neutral,Gucci baggy skin below the eyes subconscious self hopefulness january gain strength the couple yours symbologi...,1,neutral,Positive,1
1783,1783,14242,640641873808334000,positive,Could not be happier about the fact that I'm seeing the Foo Fighters on Tuesday.,2,positive,Positive,2
1784,1784,3189,627453353770004000,neutral,"""@BustedOpenRadio since everyone has made the comparison,I think Dean Ambrose should wear a Hot Rod shirt on Monday Night Raw @WWE""",1,neutral,Neutral,0
1785,1785,2119,625133270280175000,positive,"""I just saw Floyd Mayweather at the Fashion show &amp; I was like """"love you Money May!"""" &amp; he's like """"thanks I appreciate you"""" lol""",2,positive,Positive,3
1786,1786,6753,634032908504858000,neutral,Don't forget to stop in tomorrow night for a chance to win 2 tickets to the Jason Aldean concert August 23rd. For... http://t.co/sKAlRE7o3Y,1,neutral,Neutral,0
1787,1787,8103,635722486949265000,positive,The song 'Sunday Bloody Sunday' by U2 has a whole new level of real for me. After visiting the city and memorial sites #history,2,neutral,Neutral,0
1788,1788,17413,671357390344871000,neutral,"""#PHOTO Briana on IG  """"Ready for some #risenation work it out on your Sunday's. #brianatellsall coming soon to you."""" https://t.co/N2ApC4daIe""",1,positive,Neutral,0
1789,1789,19630,679427625530486000,positive,I really want what Thor had in that flask in the 2nd Avengers. #Drank,2,positive,Neutral,0
1790,1790,1215,623634417089691000,neutral,"""Sharknado 3 premiers tomorrow night, just letting yall know""",1,positive,Neutral,0
1791,1791,10186,637861328217075000,neutral,Saturday night: Paul McCartney's solo album spinning on the Crosley and a pile of graphic novels from the library in bed under xmas lights,1,neutral,Neutral,0
1792,1792,7191,634704739410685000,neutral,Gucci plurality foreconscious doomed hope february think out the span thy figurative modern over and above en ...,1,neutral,Positive,1
1793,1793,8336,635957910745522000,neutral,Michelle's supposed to be picking me up for moes Monday and I call to see where she is and she said she stopped at dunkin for a donut,1,neutral,Neutral,0
1794,1794,6440,633462480606380000,positive,John Cena just did more than Seth Rollins ever could to sell that match on Sunday. #SummerSlam #RAW,2,neutral,Neutral,0
1795,1795,2325,625631387849261000,neutral,"""just curious @ABCNewsLive how the Hulk Hogan story is """"new this morning."""" everyone else had it at 5pm on Friday. just sayin.""",1,neutral,Neutral,0
1796,1796,13953,640456004866572000,positive,"""Gr8 game, if you're into this gamestyle. Broken Sword 5: The Serpent's Curse will haunt PS4 and Xbox One September 8 http://t.co/mnDI3EnVai""",2,neutral,Negative,-1
1797,1797,19028,677675936922394000,positive,"""@Noahsyndergaard He told me to tell you """"Thor may have the hammer, but I hit bombs - bring it"""" - the kid is crazy.. https://t.co/HxPhk2y56d""",2,neutral,Negative,-1
1798,1798,4309,630104431200108000,positive,@smackalalala Currently 6-0 Top of the 9th. They got lucky trading for David Price.  That's one ace of a pitcher to have in the lineup.,2,positive,Positive,1
1799,1799,4527,630472142849642000,neutral,"""Lost one of the GREATS in Frank Gifford. Who can forget those Monday Night Football games with Frank, Dandy Don and Howard.""",1,neutral,Positive,2
1800,1800,6267,633203456640073000,positive,I'm just going to naruto and chill tomorrow.,2,positive,Neutral,0
1801,1801,2334,625669689771819000,positive,"""Last saturday I went to see Paper Towns, and this thursday I'm going to see it again with my friends haha really good job Nat! @natandalex""",2,positive,Positive,2
1802,1802,14406,640730844357787000,neutral,Our First FREE Yoga class at ElleWell is this Tuesday at 7:15pm with the lovely Julie Reynolds.  Register online... http://t.co/OvS1Tik1yX,1,positive,Positive,1
1803,1803,7650,635260033194983000,positive,This nigga in Friday look like the guy who played Ice Cube in Straight Outta Compton,2,neutral,Positive,1
1804,1804,1153,623540902791917000,positive,"""@daayiee Salam imam Daayiee, happy belated Eid, may Allah bless you!""",2,positive,Positive,1
1805,1805,11735,638873097257414000,neutral,"""Twins have three hits against Chris Sale in the 2nd inning, including Escobar's RBI single for a 1-0 lead over the White Sox.""",1,neutral,Negative,-1
1806,1806,4230,629861257626128000,neutral,May or may not have danced with @JackEichel11 at zac brown band tonight #lifegoalcomplete,1,neutral,Neutral,0
1807,1807,14642,640909679707619000,neutral,Remember that one time he also sounded like Luke. how does Niall do it? the world may never know  https://t.co/ebCmZU4maX,1,neutral,Positive,1
1808,1808,10413,638096907915673000,negative,"""@JohnRiversToo you're an idiot. Word is integrate, demanding to assimilate is an abuse.   2nd, Muslims can integrate fine if they want to.""",0,negative,Negative,-1
1809,1809,4149,629731323700051000,negative,If frank ocean doesn't realize his album by July 45 I'm going to kill myself,0,negative,Negative,-1
1810,1810,11846,638942097588948000,neutral,.for one she really hasn't discussed her position.  She praised Muslims a few days after Sept 11th. @Webslinger64 @whignewtons,1,neutral,Positive,2
1811,1811,14292,640670119929204000,positive,Nicki is a great woman I don't care what you say. I may don't like her music a lot but she's very intelligent.,2,positive,Positive,2
1812,1812,6225,633106722018709000,positive,Brock Lesnar vs The Undertaker match next Sunday is going to be great.,2,positive,Positive,2
1813,1813,13606,640251784418693000,positive,At least I think it was a good start for Sunday Oliseh and the Super Eagles #CompleteRichness #SharingHappiness,2,positive,Positive,1
1814,1814,8360,635963270315311000,neutral,"""Allah may forgive your sin, however if you're proud of if it &amp; try to make a part of islam that's a dangerous thing to do...#Think""",1,neutral,Neutral,0
1815,1815,5042,631151841141747000,neutral,May just have to write a letter to Frank Ocean everyday until I figure out when this album will drop. #NotebookFlex,1,neutral,Negative,-1
1816,1816,15580,641360978689421000,positive,"""Yoga's been around for 2,500 years but the sun salutation has only existed 100 years. Interesting programme on BBC4.""",2,neutral,Positive,1
1817,1817,1493,623952595107753000,positive,"""Enjoy, in case you missed National Ice Cream Day this past Sunday... http://t.co/ps06d4j1QK""",2,positive,Negative,-1
1818,1818,16039,641649260799377000,neutral,4 FLOOR Tickets to Ed Sheeran this Sunday. PM if you are interested. Section 7 third row. Best sound in the house! http://t.co/ZxvOgBBykY,1,positive,Positive,2
1819,1819,10059,637759762353012000,positive,"""Gay sex may be a sin, but who are we to judge? How does it affect us? Let God be the judge. Don't tell me you've never sinned... #hypocrites""",2,negative,Negative,-1
1820,1820,2301,625573489311907000,neutral,George Osborne to announce spending review 25 November - two weeks after #economicsfest and one week after our Festival of the Future City,1,neutral,Neutral,0
1821,1821,401,622057710243160000,positive,Iron Maiden star sells his Essex home (pub included!) - Yes Please (well it is Friday!) http://t.co/pMwIA1lBD3,2,positive,Positive,1
1822,1822,18725,676759741880733000,negative,I didn't exactly want to spend my Tuesday morning memorizing the geographical features in Saudi Arabia.. But okay,0,positive,Neutral,0
1823,1823,11902,639013558454472000,positive,@SinaleeLoL I'm sure you'd like it it's like an action packed anime they just remastered the 4th game on PS4 and she's playable c:,2,neutral,Positive,1
1824,1824,5290,631633418065985000,neutral,@mina_ysf may Allah protect all Muslims ummah from the oppressors,1,neutral,Negative,-2
1825,1825,4519,630469600396886000,positive,RIP Frank Gifford.  He will forever be linked to the legend and legacy of Monday Night Football. #mnf,2,positive,Negative,-1
1826,1826,13219,639975420729913000,neutral,"""Photoset: niallersjhoran: Niall at the 2015 US Open in New York City, September 4th http://t.co/7X8kp8raEL""",1,neutral,Neutral,0
1827,1827,18661,676614201738137000,neutral,@ItsMTVStarsLG @WafflesInHD They've done this every year. It's so fans go crazy and vote more to make sure they are 1st #MTVStars Lady Gaga,1,positive,Negative,-1
1828,1828,1624,624063638165258000,neutral,"""LRT: I'm planning to watch Sharknado 3 tomorrow, but I just wanted to point out...um. NASA is tweeting about Sharknado.""",1,neutral,Neutral,0
1829,1829,19706,679601985377677000,positive,Kendrick Lamar may be onto the next big thing. https://t.co/h7rv8XkcIa,2,positive,Neutral,0
1830,1830,7831,635545365823885000,neutral,It's like when Zayn said he was just taking a break all over again.. https://t.co/YiNXGYgIlX,1,neutral,Positive,1
1831,1831,2910,626781260053151000,positive,I hope the Oct 3 special from Madison Square Garden (feat. Brock Lesnar) is broadcast on the Network... 'cause this guy has ringside seats.,2,neutral,Positive,2
1832,1832,6134,633001722034683000,neutral,"""Super Eagles coach, Sunday Oliseh says it is wrong to tag some players 'home-based,' even as they ply their trade in the domestic league.""",1,neutral,Negative,-1
1833,1833,2981,626916158550073000,positive,"""it's crazy how I swore up &amp; down that """"Ant-Man"""" would stink but I'm excited to see it a 2nd time.""",2,positive,Neutral,0
1834,1834,8637,636248242955636000,neutral,"""@_Meredinho I just worry he could go either way 50/50,pretty much like Kane,hoping he has a most important 2nd season,need finished article""",1,neutral,Negative,-1
1835,1835,18909,677393703846019000,positive,"""Perhaps this may sound weird, but God is really there next to you."""" George Harrison.""",2,positive,Negative,-1
1836,1836,1698,624188233631596000,neutral,"""It looks like more """"Bad Blood"""" may have been spilled.   A day after Nicki Minaj and Taylor Swift got into a... http://t.co/6UBxmg3mFj""",1,neutral,Neutral,0
1837,1837,12983,639829567469920000,negative,"""@LakeshowDre """"Gay couples ruin the sanctity of marriage,"""" said the woman on her 4th marriage. You're a government employee, do your job.""",0,negative,Negative,-1
1838,1838,7007,634476058235023000,positive,I'm going to see Paper Towns tomorrow &amp; I know I'm going to cry as soon as Nat Wolff appears on stage,2,positive,Negative,-3
1839,1839,1704,624194423761584000,positive,@GloriaChapa1 Sorry about the Sharknado 3 tweet. Forgot you must wait until Sat. to see it. Won't say any more but think you'll enjoy it.,2,neutral,Positive,2
1840,1840,7582,635178259492274000,positive,"""Officially vacation week...ok, well starting tomorrow. Pirates game, Foo Fighters concert &amp; spending time with @SwissmissKelly.""",2,neutral,Neutral,0
1841,1841,836,622934962115866000,positive,National Ice Cream Day and Jesus' resurrection on Easter are very similar  Both are on a Sunday &amp; both are the center of religious calendars,2,positive,Neutral,0
1842,1842,16800,665905982283735000,positive,@nicolecurtis Happy Sunday to you Ms. Curtis! I hope you have an awesome day! Thank you for all of your hard work!,2,positive,Positive,3
1843,1843,17269,669620924589735000,positive,It's ok. Steve won't die in Civil War bc Chris Evans has a 6 film contract and this will be the 5th film it's ok x,2,neutral,Positive,1
1844,1844,1362,623796204229373000,negative,"""It's the 6th day of EId and I still haven't danced at a party, what kind of gay shit is this!?  Some ppl don't really know how to turn up..""",0,negative,Positive,1
1845,1845,10011,637722492392599000,neutral,Is it true that Zayn might be performing tomorrow at the VMAS,1,neutral,Positive,1
1846,1846,17191,669120252349980000,positive,"""It's may sound an odd choice, but if I could bring back one musician for one concert, it would be George Harrison.""",2,neutral,Neutral,0
1847,1847,10994,638387233012248000,positive,@goldlikejoel you picked a great game. My 1st reg season game: David cone's perfect game in 99. I was visiting NYU and catching iron maiden.,2,positive,Positive,2
1848,1848,11146,638481533913985000,positive,"""@JohnKennyMedia Sunday is the best, Sam Smith on before Blur!  WTF as they say these days""",2,positive,Neutral,0
1849,1849,19441,678876334567870000,negative,@realDonaldTrump I may have to violate the Democrat's Iran Deal...because I will never let Iran get a nuke. #TrumpIsRight,0,negative,Negative,-2
1850,1850,19511,679067253233557000,neutral,Ant-Semites unwittingly aiding #Israel: Turkey's severing of ties helped Israel  get training it may need vs. Iran https://t.co/lOrJT5s7rF,1,neutral,Neutral,0
1851,1851,16570,665039775301111000,neutral,Just got to LAX and have a few hours before my flight to OKC. Prayers for Briana tomorrow as she has surgery to remove enlarged lymph nodes,1,positive,Neutral,0
1852,1852,18621,676501378219425000,positive,You know Kim Kardashian may be known for her sex tape but lets admit that woman has done something. And yes she... https://t.co/34V0tSvtq0,2,neutral,Neutral,0
1853,1853,14861,641011203330998000,neutral,"""Looks like Murray is gonna have to do it the hard way again! 1 set down, 3-1 in the 2nd set! #ustennisopen""",1,neutral,Positive,2
1854,1854,20241,681136453104054000,neutral,The GOP loves Israel and Israelis and Israelis would be happy about 1st Jewish American president. #Bernie2016  https://t.co/LUmgcSWqU2,1,positive,Positive,2
1855,1855,668,622823823612715000,neutral,"""Paul Dunne (A) #OpenChampionship was asked what will go through your mind when you tee off on Monday """"Make contact with the ball""""""",1,neutral,Neutral,0
1856,1856,8753,636363390361796000,positive,"""If tomorrow my wrestling promotion was up and running, it would be Brock Lesnar. You need someb... http://t.co/8kIe471xQf #WWE #TNA #Raw""",2,neutral,Neutral,0
1857,1857,11701,638849983664553000,positive,Ight yall i'll have my PS4 on the 15th,2,positive,Neutral,0
1858,1858,19219,678269838230339000,positive,"""By Tom Perry BEIRUT, Dec 7 (Reuters) - A Syrian opposition meeting due to begin in Saudi Arabia on Tuesday marks the most serious effort""",2,neutral,Negative,-1
1859,1859,10791,638235766670295000,neutral,@Zeebo_90 is it true pumpkin is back tomorrow at Dunkin?!,1,positive,Positive,2
1860,1860,361,621832130960584000,positive,"""Sunday, July 19th is National Ice Cream Day! Come to Cold Front and get a free mini cone with any purchase! #icecream http://t.co/gVCM2wXz6P""",2,positive,Positive,1
1861,1861,2041,624891530738814000,positive,2 world exclusives happened on @ZeeCompanion last night! Rpt Mon at 9am! Now off to 'Eid in the Square' w/ ZeeTV :) http://t.co/0tFnDH1Byh,2,positive,Positive,1
1862,1862,4547,630482761204256000,neutral,"""Monday Night Football was never just a game.. It's an event because of Cosell, Dandy Don and Frank Gifford. Sadly all 3 are now gone @wkyc""",1,neutral,Negative,-1
1863,1863,5702,632267462797598000,neutral,"""John Kasich - the most PC, and least 1st Amendment friendly, of the 17 GOP candidates. My article in The Federalist. http://t.co/3kve6Xu9Bp""",1,neutral,Positive,1
1864,1864,15489,641319764430864000,negative,Goodell has been caught in lie after lie after lie.  Tom Brady swore under oath he did nothing and science affirms. https://t.co/jX8DPK55GR,0,neutral,Negative,-1
1865,1865,12079,639158205029871000,neutral,Donald Trump Hopes to Run Against Kanye West in 2020: Every since Kanye West announced Sunday that he pl... http://t.co/zr9xoGiipN #news,1,neutral,Neutral,0
1866,1866,11227,638504666599260000,neutral,Naruto may have been the first ever Hokage to never achieve the status of Chunin and Jounin now that I think about it.....,1,positive,Neutral,0
1867,1867,2485,625918623391969000,positive,"""So.. finally saw @AnnaAkana in Ant-Man, I thin i may have zoned out starin at her tho cuz i remember nothing the guy said except """"yes""""""",2,neutral,Neutral,0
1868,1868,8377,635971281456922000,positive,You can put it in the board!! Hell yes! White Sox lead 1-0 on Abreu's 24th of the season!! http://t.co/2bSpGjZGVW,2,positive,Negative,-1
1869,1869,18857,677237204905775000,neutral,Always tired. Tomorrow (Star Wars Day) is going to be a LOOOOONNNGG day.,1,neutral,Neutral,0
1870,1870,13753,640327074218160000,neutral,"""I hope you never experience those type of Christians. For me, in God I am strong enough, I can deal with it, may be you wouldn't be able to.""",1,neutral,Positive,2
1871,1871,17738,673393729827307000,neutral,J Cole used Kendrick Lamar's beat from Alright on Black Friday. That was the point https://t.co/CQRrwXne17,1,positive,Neutral,0
1872,1872,7305,634813883979550000,neutral,@michaelgbaron Do you think David Wright will play on Monday? In the starting lineup?,1,neutral,Neutral,0
1873,1873,10104,637785699303997000,positive,"""Well, I just got tickets to see Paul McCartney October 22nd. Pretty happy about that.""",2,positive,Positive,2
1874,1874,16981,667234352019849000,neutral,"""Rahul Gandhi held Indian citizenship from day one: Congress: New Delhi, Nov 18: Dismissing BJP leader Subraman... https://t.co/dieEier8yP""",1,negative,Neutral,0
1875,1875,6024,632916568750596000,positive,Great story about Sam Smith on CBS Sunday Morning...Sam talked about how his success came when he exposed his... http://t.co/h9SBj9AjR2,2,positive,Positive,1
1876,1876,13162,639942439596335000,negative,I just drafted Tom Brady in the 6th round and I'm disgusted with myself,0,negative,Negative,-3
1877,1877,9448,637122697382727000,neutral,@birblouis @maraudered @aceniall_ this is true but just mention Niall she may remember him and come back to us,1,neutral,Positive,1
1878,1878,8108,635731799813951000,neutral,Last Friday Night x Katy Perry just came on.   It's lit.,1,neutral,Positive,1
1879,1879,16806,665932176098246000,neutral,"""Also, the 'not afraid' pictures are from after the Charlie Hebdo attack from January, not after the Parisian attacks.""",1,neutral,Negative,-2
1880,1880,9757,637468249211432000,neutral,Oh wow... Rousey fight moving to November against Holly Holm. Didn't wanna keep her on the shelf too long.,1,positive,Neutral,0
1881,1881,6187,633049083717025000,neutral,@highoffHAZEE only thing that is guaranteed of tomorrow is the finishing off of any Christians left in the M.E...Hazel wallah you're giving,1,neutral,Neutral,0
1882,1882,11263,638520033338068000,negative,Nicki may have forgiven Taylor... but I still think she's corny for what she did.,0,neutral,Positive,1
1883,1883,1277,623699452583407000,neutral,"""@soniaafg93 I smirked, I promise not to tease you about it tomorrow lol. Same, lots of Bad Blood though.""",1,positive,Neutral,0
1884,1884,1347,623782471470055000,neutral,My birthday tomorrow and if it doesn't get as much coverage as Prince George's I'm going to suspect this royalty thing really isn't fair.,1,negative,Negative,-1
1885,1885,20166,680990330661933000,negative,"""@ColonelWEKurtz they've been clearing Palestine for 40 years &amp; dumping wogs in Australia, for Israel's benefit.Fuck Israel, may it go under""",0,negative,Negative,-2
1886,1886,1870,624442807332306000,positive,"""Happy Eid Mubarak dear all friends. May the blessings of Allah be with you today, tomorrow and always. Happy Eid... http://t.co/4U19hxwJUe""",2,positive,Positive,1
1887,1887,2959,626878013007859000,neutral,"""Roman Reigns says he can one-up Dean Ambrose: Raw, Feb. 17, 2014 https://t.co/55HmIGknaw via @YouTube""",1,neutral,Neutral,0
1888,1888,17973,674457228401844000,negative,"""Charles Hamilton """"Black box"""" is on Friday only if he was focused he would have been up there with cole and Kendrick""",0,neutral,Neutral,0
1889,1889,3425,628062643476037000,positive,@AjsChillin happy birthday bro! better not see you at dunkin tomorrow,2,positive,Positive,2
1890,1890,5963,632758625640030000,positive,Playin Dead Island with Iron Maiden blarin thru the speakers....good Saturday :),2,positive,Positive,1
1891,1891,1005,623156630016888000,neutral,Paul Dunne has an even par front nine. He is -12 and three off the lead at the Open. Harrington has birdied the 11th http://t.co/hATL0nEbSo,1,neutral,Neutral,0
1892,1892,4739,630658955996327000,neutral,"""Moderate rain fall in D.C., Prince George's &amp; Charles counties. Showers also in Culpeper. 1st day of school there! http://t.co/YRVWDMhbAT""",1,negative,Positive,1
1893,1893,4518,630468116884127000,positive,"""@mkgoblue @KySandy / Monday night football was must see TV back with Frank Gifford, Dandy Don &amp; Howard Cosell. They had the magic mixture.""",2,positive,Neutral,0
1894,1894,9231,636941670542626000,positive,The weeknd rips off a mask and it's really Frank Ocean and FRANK OCEAN'S ALBUM DROPS TOMORROW,2,neutral,Neutral,0
1895,1895,14832,641006854387077000,neutral,Murray loses the 1st point. Anderson playing courageous tennis from the baseline. 27 Winners to Murray's 12 #USOpen Can he keep it up ??,1,neutral,Neutral,0
1896,1896,5900,632636412450484000,neutral,Kathy is selling 2 tickets to the Zac Brown Band concert tomorrow. Message me if you want 'em.,1,neutral,Neutral,0
1897,1897,9613,637335637532803000,neutral,@amyschumer @BuzzFeed gonna try the Foo Fighters at Wrigley on Sat?,1,neutral,Neutral,0
1898,1898,6648,633790846597394000,neutral,"""@DunkinDonuts Summer may be going, but Dunkin's pumpkin is coming!  #DDpumpkin #Sweepstakes""",1,positive,Positive,1
1899,1899,8958,636624208446005000,neutral,"""David Wright isn't in the lineup tonight. We're going to look into this, folks. There may be an injury situation to report. Fingers crossed.""",1,neutral,Negative,-1
1900,1900,1219,623640259318939000,neutral,"""Bad Blood has women from multiply races in the video, Anaconda has girls shaking their butt.....like c'mon now, this is not about race.""",1,negative,Neutral,0
1901,1901,15499,641324920320999000,neutral,@Jared_Carrabis Red Sox may move up to 4th place after tonight. #GoldBottles,1,neutral,Neutral,0
1902,1902,7681,635302554855829000,neutral,"""@JGoldLabel Doubt it. Rumor has it Kane may attack Lesnae because Lesnar """"Put him out"""" Sting shows up sets up Taker vs Sting Mania 32""",1,neutral,Negative,-2
1903,1903,13056,639875106085445000,positive,"""On Friday 4, 'Digital Nirvana with Croma' was Trending Topic in Delhi for 5 hours: http://t.co/nh0Y9zVKP3 #trndnl""",2,neutral,Neutral,0
1904,1904,7873,635571454461935000,neutral,@Atomic_Moog @nick_elt @djc8008 swapping Kane for Giroud week 4. Hazard is a waste of coin as well so he may go next &amp; bring in Yaya or Kun,1,negative,Negative,-1
1905,1905,5351,631827171078639000,positive,@kaayoooh @mhealy1972 @U2 @KevinS2U Pic was taken on May 30th of this year. Attended a U2 gig on the same day #surreal,2,neutral,Positive,1
1906,1906,12262,639257387614924000,neutral,Sky : Melo and Perisic are set to debut in the Inter shirt against Milan in next Sunday's derby. Icardi is also probable.,1,neutral,Negative,-1
1907,1907,15813,641461353555861000,neutral,Zach Duke gives up a solo homer to Jose Ramirez in the 9th. White Sox lead now at 7-4.,1,neutral,Neutral,0
1908,1908,9751,637465216469606000,negative,"""The 1st Sharknado was good, the 2nd bad and the 3rd was just pathetic. They are making a 4th, but I'm done with them now! #sharknado""",0,negative,Negative,-1
1909,1909,15778,641444306230886000,positive,"""@1DInsideReport Thanks for another great show, Miss you tomorrow as I am going to Ed Sheeran!  Will catch up on your tl when I get home!""",2,positive,Positive,3
1910,1910,16813,665949616152698000,neutral,@bettenkr This one is from the Charlie Hebdo but may give you some ideas https://t.co/TfgAGAjbae,1,neutral,Neutral,0
1911,1911,6114,632989484162883000,positive,Ok so I am super excited about my Naruto cards coming tomorrow!,2,positive,Positive,4
1912,1912,7107,634566071085830000,neutral,So if anyone wants to buy me an outfit for the Jason Aldean concert Sunday for my bday that would be great bc I don't have anything!!! :-),1,positive,Positive,3
1913,1913,16799,665903645691527000,positive,"""Sunday morning at the First Church of George Harrison, aka listening to All Things Must Pass. (The best Sunday morning album ever?)""",2,neutral,Positive,1
1914,1914,19141,678051953461587000,positive,Tomorrow is the big Dark Souls race between myself and @PewGeminiLive   Starting sometime between 9-10AM EST  Be there!,2,positive,Positive,1
1915,1915,4043,629495718135336000,positive,I didn't even know who John Kasich was before the #GOPDebate. I think he may have done the best.,2,neutral,Positive,1
1916,1916,12157,639193550949761000,neutral,"""Today was the 4th time that Anthony Rizzo and Kris Bryant homered on the same day, the first time since July 16 at the Indians. #Cubs""",1,neutral,Neutral,0
1917,1917,20465,681547351757033000,negative,My family are listening to Justin Bieber and im just  Sat here feeling a little sick,0,negative,Negative,-1
1918,1918,16490,664131829356756000,negative,"""https://t.co/ML9zUoo4h4. 43years later and there still trying to pin blame on someone. Bloody ridiculous, blame lies with IRA at the time.""",0,negative,Negative,-2
1919,1919,18029,674707498226556000,positive,Milan are the 2nd most successful European team ever (Juventus in the Serie A only)...  Look at them today,2,positive,Positive,2
1920,1920,576,622795479332581000,neutral,Hope Paul Dunne's boss lets him have tomorrow off for the final round. #TheOpen,1,neutral,Positive,2
1921,1921,10528,638158161275293000,positive,"""I loved Ice Cube's son's comments about people who didn't get that """"Bye Felisha"""" originated from Friday @OsheaJacksonJr""",2,positive,Positive,3
1922,1922,19866,680109204221358000,positive,@SummerMerin @Ajitkumar_Kanan it's a huge concern..May God bless and protect Rahul Gandhi.  Please be safe &amp; get more security @OfficeOfRG,2,positive,Neutral,0
1923,1923,11266,638520138271170000,negative,Also stfu you annoying Christians waking me up in a Sunday morning and shit!  No offense to the Christians,0,negative,Negative,-3
1924,1924,20393,681426058109947000,positive,nick jonas and justin bieber soundtracking my last day in the sun...,2,positive,Neutral,0
1925,1925,5227,631520931333062000,negative,Zowie! Did Hillary Clinton really call Scott Walker THIS? (May be the worst timed tweet ever) http://t.co/qXffI4jZsa #Walker16,0,negative,Negative,-1
1926,1926,5990,632799994018402000,positive,But on the real there may never be a bigger rapper/activist/filmmaker/businessman better than Ice Cube...,2,neutral,Neutral,0
